,Customer_ID,Customer Name,DOB,Gender,City,Call ID,Calling Date,Call Duration,Source City,Destination City
45,280514777,tetim,17/02/04 0:00,F,Mangalore,850045648,14/07/18 0:00,134,Mumbai,Jaipur
46,280514777,tetim,17/02/04 0:00,F,Mangalore,829147868,05/04/18 0:00,95,Orissa,Bangalore
47,280514777,tetim,17/02/04 0:00,F,Mangalore,652560049,08/02/17 0:00,64,Shimla,Kanpur
48,280514777,tetim,17/02/04 0:00,F,Mangalore,558137997,26/06/17 0:00,16,Jaipur,Shimla
49,280514777,tetim,17/02/04 0:00,F,Mangalore,329303383,14/12/18 0:00,145,Hyderabad,Hyderabad
50,280514777,tetim,17/02/04 0:00,F,Mangalore,701594100,16/04/17 0:00,64,Mangalore,Kanpur
51,236940536,vekuy,21/11/74 0:00,M,Kanpur,660550551,23/03/18 0:00,118,Chandigarh,Bangalore
52,236940536,vekuy,21/11/74 0:00,M,Kanpur,28596230,24/02/17 0:00,59,Gurugram,Chandigarh
53,236940536,vekuy,21/11/74 0:00,M,Kanpur,932405569,17/07/18 0:00,51,Kanpur,Gurugram
54,236940536,vekuy,21/11/74 0:00,M,Kanpur,524864640,09/12/17 0:00,90,Mumbai,Orissa
55,236940536,vekuy,21/11/74 0:00,M,Kanpur,86620085,22/05/17 0:00,47,Chennai,Chennai
56,849848630,ducim,12/05/81 0:00,F,Shimla,833797171,04/11/17 0:00,50,Mangalore,Orissa
57,849848630,ducim,12/05/81 0:00,F,Shimla,677957895,13/08/18 0:00,129,Kanpur,Chandigarh
58,849848630,ducim,12/05/81 0:00,F,Shimla,380917089,14/07/18 0:00,134,Chandigarh,Kanpur
59,903939528,tagaf,17/12/05 0:00,M,Gurugram,201136836,19/08/18 0:00,82,Dehradun,Delhi
60,570654097,liqir,17/03/64 0:00,M,Mumbai,374356834,01/01/18 0:00,108,Delhi,Mumbai
61,570654097,liqir,17/03/64 0:00,M,Mumbai,712902772,25/08/18 0:00,9,Shimla,Jaipur
62,570654097,liqir,17/03/64 0:00,M,Mumbai,977523082,25/09/18 0:00,134,Mangalore,Mangalore
63,597079994,pamin,01/05/76 0:00,M,Gurugram,979620391,28/03/17 0:00,131,Hyderabad,Mangalore
64,241894340,dulun,11/02/87 0:00,F,Jaipur,207840515,21/11/17 0:00,129,Jaipur,Hyderabad
65,241894340,dulun,11/02/87 0:00,F,Jaipur,646376657,05/01/17 0:00,63,Jaipur,Shimla
66,830477271,rulic,16/06/52 0:00,F,Chennai,918134284,15/08/18 0:00,8,Chandigarh,Delhi
67,830477271,rulic,16/06/52 0:00,F,Chennai,982800672,01/02/17 0:00,32,Chennai,Gurugram
68,830477271,rulic,16/06/52 0:00,F,Chennai,20467769,28/11/18 0:00,75,Hyderabad,Dehradun
69,830477271,rulic,16/06/52 0:00,F,Chennai,511458880,11/07/17 0:00,72,Orissa,Noida
70,830477271,rulic,16/06/52 0:00,F,Chennai,994176811,09/12/17 0:00,9,Orissa,Chennai
71,830477271,rulic,16/06/52 0:00,F,Chennai,269470886,24/05/18 0:00,127,Chandigarh,Chennai
72,830477271,rulic,16/06/52 0:00,F,Chennai,627714051,19/11/18 0:00,120,Shimla,Dehradun
73,830477271,rulic,16/06/52 0:00,F,Chennai,948901637,22/11/18 0:00,149,Delhi,Mumbai
74,229478479,yutev,14/11/90 0:00,F,Hyderabad,63766870,19/01/17 0:00,77,Jaipur,Hyderabad
75,229478479,yutev,14/11/90 0:00,F,Hyderabad,890369250,06/04/17 0:00,114,Mangalore,Shimla
76,229478479,yutev,14/11/90 0:00,F,Hyderabad,668501223,14/07/17 0:00,70,Shimla,Kanpur
77,229478479,yutev,14/11/90 0:00,F,Hyderabad,763623483,21/07/18 0:00,138,Shimla,Dehradun
78,229478479,yutev,14/11/90 0:00,F,Hyderabad,687566076,26/03/18 0:00,57,Jaipur,Shimla
79,229478479,yutev,14/11/90 0:00,F,Hyderabad,833794431,28/12/17 0:00,150,Delhi,Orissa
80,229478479,yutev,14/11/90 0:00,F,Hyderabad,244518613,14/08/18 0:00,86,Bangalore,Mumbai
81,229478479,yutev,14/11/90 0:00,F,Hyderabad,606289255,08/02/18 0:00,143,Jaipur,Shimla
82,446762156,jujec,05/03/67 0:00,M,Noida,44929658,13/06/18 0:00,74,Chennai,Chennai
83,446762156,jujec,05/03/67 0:00,M,Noida,32184915,07/04/17 0:00,9,Dehradun,Kanpur
84,446762156,jujec,05/03/67 0:00,M,Noida,463733133,13/07/18 0:00,6,Dehradun,Orissa
85,446762156,jujec,05/03/67 0:00,M,Noida,147491291,21/06/17 0:00,40,Shimla,Mumbai
86,233016013,logoy,19/09/91 0:00,F,Gurugram,213659528,19/05/18 0:00,18,Hyderabad,Shimla
87,233016013,logoy,19/09/91 0:00,F,Gurugram,835990061,26/07/18 0:00,5,Mumbai,Jaipur
88,233016013,logoy,19/09/91 0:00,F,Gurugram,193918819,07/02/17 0:00,66,Mumbai,Gurugram
89,754405083,diwus,01/10/06 0:00,F,Dehradun,203024857,07/12/17 0:00,143,Chennai,Noida
90,754405083,diwus,01/10/06 0:00,F,Dehradun,314750643,08/10/17 0:00,54,Shimla,Bangalore
91,754405083,diwus,01/10/06 0:00,F,Dehradun,777343361,08/05/18 0:00,97,Gurugram,Kanpur
92,754405083,diwus,01/10/06 0:00,F,Dehradun,4969078,27/10/17 0:00,91,Jaipur,Hyderabad
93,425040275,yapad,27/11/56 0:00,M,Delhi,471629358,27/10/18 0:00,23,Orissa,Delhi
94,425040275,yapad,27/11/56 0:00,M,Delhi,713940111,25/08/18 0:00,81,Mangalore,Hyderabad
95,425040275,yapad,27/11/56 0:00,M,Delhi,533660577,06/08/17 0:00,94,Gurugram,Chennai
96,425040275,yapad,27/11/56 0:00,M,Delhi,947434460,27/10/18 0:00,124,Delhi,Hyderabad
97,425040275,yapad,27/11/56 0:00,M,Delhi,352780742,09/12/17 0:00,34,Chandigarh,Chandigarh
98,789713379,jahor,03/04/53 0:00,F,Orissa,779337914,09/01/18 0:00,140,Mumbai,Kanpur
99,789713379,jahor,03/04/53 0:00,F,Orissa,768545139,25/10/18 0:00,102,Hyderabad,Chandigarh
100,789713379,jahor,03/04/53 0:00,F,Orissa,965246141,11/08/17 0:00,76,Delhi,Bangalore
101,789713379,jahor,03/04/53 0:00,F,Orissa,216611551,20/07/18 0:00,114,Hyderabad,Chandigarh
102,789713379,jahor,03/04/53 0:00,F,Orissa,244879,03/06/18 0:00,60,Hyderabad,Bangalore
103,789713379,jahor,03/04/53 0:00,F,Orissa,290978478,25/05/18 0:00,18,Orissa,Noida
104,789713379,jahor,03/04/53 0:00,F,Orissa,931337291,15/02/18 0:00,66,Bangalore,Mangalore
105,789713379,jahor,03/04/53 0:00,F,Orissa,700278587,09/11/18 0:00,18,Jaipur,Noida
106,789713379,jahor,03/04/53 0:00,F,Orissa,477498348,06/05/18 0:00,15,Hyderabad,Noida
107,834844822,hedej,01/12/74 0:00,M,Gurugram,193050991,20/05/17 0:00,79,Kanpur,Delhi
108,834844822,hedej,01/12/74 0:00,M,Gurugram,412026574,27/04/17 0:00,150,Chennai,Hyderabad
109,834844822,hedej,01/12/74 0:00,M,Gurugram,328526194,06/01/18 0:00,127,Mangalore,Chennai
110,567859674,tetug,24/04/56 0:00,M,Gurugram,833349010,07/12/18 0:00,94,Dehradun,Gurugram
111,567859674,tetug,24/04/56 0:00,M,Gurugram,218728006,20/02/17 0:00,128,Chennai,Delhi
112,567859674,tetug,24/04/56 0:00,M,Gurugram,206769096,05/05/18 0:00,70,Bangalore,Orissa
113,704882574,wodoc,06/03/91 0:00,F,Shimla,333621522,07/11/17 0:00,23,Chandigarh,Mangalore
114,704882574,wodoc,06/03/91 0:00,F,Shimla,545923349,11/10/17 0:00,132,Noida,Jaipur
115,704882574,wodoc,06/03/91 0:00,F,Shimla,725565742,26/06/17 0:00,143,Gurugram,Shimla
116,704882574,wodoc,06/03/91 0:00,F,Shimla,746717570,23/08/17 0:00,48,Noida,Jaipur
117,743955013,hoxiz,19/07/92 0:00,M,Orissa,843563445,19/06/18 0:00,150,Orissa,Delhi
118,743955013,hoxiz,19/07/92 0:00,M,Orissa,82089283,10/01/17 0:00,89,Delhi,Shimla
119,743955013,hoxiz,19/07/92 0:00,M,Orissa,849765928,12/01/17 0:00,135,Gurugram,Shimla
120,743955013,hoxiz,19/07/92 0:00,M,Orissa,666255332,01/04/18 0:00,32,Delhi,Delhi
121,743955013,hoxiz,19/07/92 0:00,M,Orissa,691843173,20/11/17 0:00,38,Orissa,Chandigarh
122,743955013,hoxiz,19/07/92 0:00,M,Orissa,943658913,26/04/17 0:00,43,Delhi,Orissa
123,12006374,tuzeg,21/08/70 0:00,F,Dehradun,515665657,25/01/17 0:00,129,Delhi,Orissa
124,12006374,tuzeg,21/08/70 0:00,F,Dehradun,538360201,03/10/18 0:00,58,Shimla,Mangalore
125,12006374,tuzeg,21/08/70 0:00,F,Dehradun,89412497,14/12/18 0:00,22,Jaipur,Shimla
126,12006374,tuzeg,21/08/70 0:00,F,Dehradun,347033357,22/08/18 0:00,118,Bangalore,Mumbai
127,791709852,hohet,23/05/86 0:00,M,Kanpur,420417574,13/02/17 0:00,54,Mumbai,Chennai
128,791709852,hohet,23/05/86 0:00,M,Kanpur,316868757,13/02/17 0:00,56,Noida,Orissa
129,791709852,hohet,23/05/86 0:00,M,Kanpur,597012149,24/04/18 0:00,141,Shimla,Noida
130,791709852,hohet,23/05/86 0:00,M,Kanpur,798838542,24/02/17 0:00,104,Orissa,Dehradun
131,791709852,hohet,23/05/86 0:00,M,Kanpur,745221128,06/06/18 0:00,91,Chandigarh,Kanpur
132,791709852,hohet,23/05/86 0:00,M,Kanpur,210096823,25/01/17 0:00,42,Delhi,Mumbai
133,282869098,suqed,12/02/54 0:00,M,Chennai,905418158,20/08/18 0:00,9,Chennai,Gurugram
134,282869098,suqed,12/02/54 0:00,M,Chennai,958359127,07/05/17 0:00,87,Mumbai,Noida
135,282869098,suqed,12/02/54 0:00,M,Chennai,714968801,17/06/18 0:00,84,Dehradun,Mangalore
136,282869098,suqed,12/02/54 0:00,M,Chennai,905963755,04/02/17 0:00,5,Shimla,Noida
137,282869098,suqed,12/02/54 0:00,M,Chennai,402733637,10/09/17 0:00,105,Gurugram,Chennai
138,282869098,suqed,12/02/54 0:00,M,Chennai,89313551,18/04/18 0:00,61,Kanpur,Dehradun
139,282869098,suqed,12/02/54 0:00,M,Chennai,683062996,21/05/18 0:00,134,Delhi,Shimla
140,282869098,suqed,12/02/54 0:00,M,Chennai,103019068,25/02/17 0:00,83,Orissa,Shimla
141,282869098,suqed,12/02/54 0:00,M,Chennai,533855533,17/05/17 0:00,72,Noida,Gurugram
142,282869098,suqed,12/02/54 0:00,M,Chennai,273398080,28/04/18 0:00,101,Orissa,Gurugram
143,534083834,jehoh,07/02/61 0:00,F,Orissa,385608562,21/03/17 0:00,133,Bangalore,Delhi
144,534083834,jehoh,07/02/61 0:00,F,Orissa,983392349,20/09/18 0:00,67,Delhi,Jaipur
145,534083834,jehoh,07/02/61 0:00,F,Orissa,834458371,12/03/17 0:00,78,Noida,Dehradun
146,986380171,mijed,17/09/64 0:00,M,Jaipur,356146458,11/08/18 0:00,104,Bangalore,Delhi
147,986380171,mijed,17/09/64 0:00,M,Jaipur,425132475,18/01/18 0:00,17,Shimla,Chennai
148,986380171,mijed,17/09/64 0:00,M,Jaipur,702464953,19/03/17 0:00,33,Dehradun,Mangalore
149,986380171,mijed,17/09/64 0:00,M,Jaipur,358448773,06/03/18 0:00,51,Hyderabad,Chennai
150,986380171,mijed,17/09/64 0:00,M,Jaipur,587495013,05/01/18 0:00,11,Chennai,Mumbai
151,986380171,mijed,17/09/64 0:00,M,Jaipur,159369282,18/12/17 0:00,65,Delhi,Orissa
152,924907694,kihix,03/12/69 0:00,F,Dehradun,123991577,23/03/18 0:00,142,Bangalore,Mumbai
153,493686428,zewov,10/05/86 0:00,F,Bangalore,529064565,10/11/17 0:00,39,Gurugram,Dehradun
154,493686428,zewov,10/05/86 0:00,F,Bangalore,840795044,16/01/18 0:00,110,Shimla,Dehradun
155,493686428,zewov,10/05/86 0:00,F,Bangalore,971040550,10/03/18 0:00,4,Chennai,Gurugram
156,493686428,zewov,10/05/86 0:00,F,Bangalore,758298562,25/07/17 0:00,44,Mumbai,Shimla
157,465314158,yibiq,16/12/76 0:00,F,Kanpur,540975673,24/04/18 0:00,145,Orissa,Chandigarh
158,997795465,haxur,17/11/79 0:00,M,Kanpur,341774351,11/04/17 0:00,48,Jaipur,Bangalore
159,997795465,haxur,17/11/79 0:00,M,Kanpur,278795633,24/11/17 0:00,128,Mumbai,Noida
160,997795465,haxur,17/11/79 0:00,M,Kanpur,397851902,08/05/18 0:00,32,Chennai,Hyderabad
161,997795465,haxur,17/11/79 0:00,M,Kanpur,363714325,28/03/17 0:00,93,Shimla,Orissa
162,997795465,haxur,17/11/79 0:00,M,Kanpur,504512325,02/05/17 0:00,76,Mumbai,Chandigarh
163,997795465,haxur,17/11/79 0:00,M,Kanpur,882689894,28/08/17 0:00,145,Shimla,Mumbai
164,997795465,haxur,17/11/79 0:00,M,Kanpur,43781788,14/09/17 0:00,58,Bangalore,Noida
165,997795465,haxur,17/11/79 0:00,M,Kanpur,4802139,06/04/18 0:00,129,Delhi,Noida
166,135718480,venaz,27/11/50 0:00,M,Noida,446385912,13/09/18 0:00,11,Bangalore,Delhi
167,135718480,venaz,27/11/50 0:00,M,Noida,717098614,11/07/18 0:00,62,Mangalore,Shimla
168,78121056,getuy,14/10/69 0:00,M,Orissa,865624045,11/12/17 0:00,74,Mumbai,Delhi
169,78121056,getuy,14/10/69 0:00,M,Orissa,301741283,09/07/17 0:00,138,Mangalore,Delhi
170,78121056,getuy,14/10/69 0:00,M,Orissa,36058671,16/02/17 0:00,69,Dehradun,Delhi
171,78121056,getuy,14/10/69 0:00,M,Orissa,736881427,19/05/18 0:00,98,Shimla,Gurugram
172,78121056,getuy,14/10/69 0:00,M,Orissa,980746638,07/11/17 0:00,67,Dehradun,Chennai
173,78121056,getuy,14/10/69 0:00,M,Orissa,414921133,22/06/18 0:00,48,Noida,Chennai
174,729377624,wotil,10/11/81 0:00,M,Orissa,668938914,03/05/18 0:00,30,Noida,Bangalore
175,729377624,wotil,10/11/81 0:00,M,Orissa,375905868,25/08/18 0:00,100,Delhi,Jaipur
176,729377624,wotil,10/11/81 0:00,M,Orissa,438002463,12/06/18 0:00,27,Bangalore,Dehradun
177,729377624,wotil,10/11/81 0:00,M,Orissa,702168303,05/10/18 0:00,72,Mumbai,Jaipur
178,155847003,nokaz,26/04/66 0:00,F,Delhi,117001285,16/06/17 0:00,26,Mumbai,Jaipur
179,155847003,nokaz,26/04/66 0:00,F,Delhi,648188560,24/12/17 0:00,117,Mumbai,Kanpur
180,155847003,nokaz,26/04/66 0:00,F,Delhi,491344916,15/01/17 0:00,5,Bangalore,Gurugram
181,155847003,nokaz,26/04/66 0:00,F,Delhi,361448061,14/02/18 0:00,13,Hyderabad,Dehradun
182,155847003,nokaz,26/04/66 0:00,F,Delhi,216352018,27/02/18 0:00,70,Orissa,Mangalore
183,155847003,nokaz,26/04/66 0:00,F,Delhi,205024986,28/06/17 0:00,18,Shimla,Kanpur
184,155847003,nokaz,26/04/66 0:00,F,Delhi,342841093,05/09/17 0:00,111,Chandigarh,Noida
185,882528580,sitac,26/02/68 0:00,M,Shimla,789693603,16/01/17 0:00,9,Orissa,Chennai
186,882528580,sitac,26/02/68 0:00,M,Shimla,193341703,17/01/17 0:00,78,Bangalore,Hyderabad
187,882528580,sitac,26/02/68 0:00,M,Shimla,104098028,21/01/18 0:00,16,Mangalore,Gurugram
188,882528580,sitac,26/02/68 0:00,M,Shimla,457837364,01/02/17 0:00,35,Shimla,Chandigarh
189,882528580,sitac,26/02/68 0:00,M,Shimla,509759886,01/03/17 0:00,74,Mangalore,Shimla
190,882528580,sitac,26/02/68 0:00,M,Shimla,51350626,07/05/18 0:00,92,Mangalore,Bangalore
191,882528580,sitac,26/02/68 0:00,M,Shimla,138559943,20/11/18 0:00,96,Noida,Shimla
192,233032389,vudof,03/12/78 0:00,F,Chandigarh,998696661,04/05/17 0:00,90,Shimla,Orissa
193,507976158,xucuy,13/06/05 0:00,M,Kanpur,407980979,03/08/17 0:00,145,Mangalore,Chandigarh
194,507976158,xucuy,13/06/05 0:00,M,Kanpur,392334005,06/02/18 0:00,75,Noida,Noida
195,900199507,barur,02/02/54 0:00,F,Chandigarh,460180643,21/07/17 0:00,111,Delhi,Chandigarh
196,900199507,barur,02/02/54 0:00,F,Chandigarh,499443742,23/08/17 0:00,60,Kanpur,Hyderabad
197,900199507,barur,02/02/54 0:00,F,Chandigarh,888732737,03/10/18 0:00,13,Gurugram,Orissa
198,900199507,barur,02/02/54 0:00,F,Chandigarh,619856516,07/08/18 0:00,141,Mumbai,Gurugram
199,44673468,vokos,12/02/01 0:00,M,Hyderabad,535509381,01/09/17 0:00,24,Noida,Hyderabad
200,44673468,vokos,12/02/01 0:00,M,Hyderabad,175834717,04/07/18 0:00,6,Noida,Jaipur
201,44673468,vokos,12/02/01 0:00,M,Hyderabad,189444858,07/07/17 0:00,109,Chandigarh,Jaipur
202,121613517,hetec,14/06/74 0:00,M,Kanpur,267535192,16/04/17 0:00,56,Delhi,Kanpur
203,657026314,nupiz,16/02/59 0:00,F,Chandigarh,540541206,19/10/18 0:00,48,Mumbai,Gurugram
204,657026314,nupiz,16/02/59 0:00,F,Chandigarh,234801073,17/08/18 0:00,72,Dehradun,Mumbai
205,657026314,nupiz,16/02/59 0:00,F,Chandigarh,623403132,18/05/18 0:00,84,Gurugram,Noida
206,657026314,nupiz,16/02/59 0:00,F,Chandigarh,787203217,20/10/18 0:00,12,Chandigarh,Dehradun
207,787401326,romow,04/05/90 0:00,F,Delhi,977737521,25/02/18 0:00,17,Chennai,Bangalore
208,787401326,romow,04/05/90 0:00,F,Delhi,774892967,12/02/17 0:00,89,Orissa,Chandigarh
209,787401326,romow,04/05/90 0:00,F,Delhi,434295611,23/11/17 0:00,21,Delhi,Chandigarh
210,787401326,romow,04/05/90 0:00,F,Delhi,232497162,19/01/18 0:00,55,Kanpur,Chandigarh
211,787401326,romow,04/05/90 0:00,F,Delhi,779448304,02/08/18 0:00,126,Chandigarh,Kanpur
212,327911594,bikop,16/02/54 0:00,F,Chandigarh,573696918,20/02/18 0:00,4,Delhi,Gurugram
213,327911594,bikop,16/02/54 0:00,F,Chandigarh,644407996,07/12/17 0:00,14,Jaipur,Jaipur
214,174535964,sehob,14/02/64 0:00,F,Bangalore,503240633,19/09/18 0:00,119,Shimla,Dehradun
215,174535964,sehob,14/02/64 0:00,F,Bangalore,845082226,02/05/18 0:00,64,Mumbai,Delhi
216,174535964,sehob,14/02/64 0:00,F,Bangalore,383872091,24/04/17 0:00,9,Chandigarh,Chennai
217,174535964,sehob,14/02/64 0:00,F,Bangalore,621843197,03/12/17 0:00,26,Bangalore,Mumbai
218,630326076,pohud,20/11/61 0:00,M,Noida,866057346,04/09/17 0:00,120,Jaipur,Delhi
219,630326076,pohud,20/11/61 0:00,M,Noida,770121972,17/03/17 0:00,45,Chandigarh,Kanpur
220,630326076,pohud,20/11/61 0:00,M,Noida,182137101,07/10/18 0:00,33,Orissa,Chandigarh
221,630326076,pohud,20/11/61 0:00,M,Noida,375149397,23/04/17 0:00,41,Jaipur,Chandigarh
222,630326076,pohud,20/11/61 0:00,M,Noida,322865915,01/09/18 0:00,103,Hyderabad,Kanpur
223,630326076,pohud,20/11/61 0:00,M,Noida,479398324,03/08/18 0:00,37,Dehradun,Jaipur
224,778606535,kohek,24/01/74 0:00,F,Mumbai,629330323,05/09/18 0:00,30,Dehradun,Hyderabad
225,778606535,kohek,24/01/74 0:00,F,Mumbai,406525880,04/01/17 0:00,5,Mangalore,Delhi
226,778606535,kohek,24/01/74 0:00,F,Mumbai,848408490,10/04/18 0:00,130,Orissa,Hyderabad
227,778606535,kohek,24/01/74 0:00,F,Mumbai,24920832,28/06/17 0:00,67,Bangalore,Shimla
228,827602413,dudid,21/07/56 0:00,F,Mumbai,360898280,11/02/18 0:00,50,Mangalore,Kanpur
229,827602413,dudid,21/07/56 0:00,F,Mumbai,503752477,26/05/17 0:00,118,Jaipur,Hyderabad
230,827602413,dudid,21/07/56 0:00,F,Mumbai,158251599,22/03/18 0:00,1,Noida,Orissa
231,24838067,kukiw,27/12/84 0:00,F,Noida,965690152,16/12/17 0:00,101,Bangalore,Mangalore
232,24838067,kukiw,27/12/84 0:00,F,Noida,932701734,12/01/18 0:00,33,Noida,Mangalore
233,24838067,kukiw,27/12/84 0:00,F,Noida,106751995,11/05/17 0:00,101,Delhi,Noida
234,24838067,kukiw,27/12/84 0:00,F,Noida,836204379,03/05/18 0:00,44,Gurugram,Gurugram
235,953551043,jeluc,12/07/71 0:00,M,Jaipur,282489787,14/11/17 0:00,111,Hyderabad,Delhi
236,953551043,jeluc,12/07/71 0:00,M,Jaipur,173612928,19/11/18 0:00,6,Noida,Mangalore
237,791517365,hamoz,12/01/02 0:00,M,Mangalore,121037918,01/04/18 0:00,64,Delhi,Gurugram
238,791517365,hamoz,12/01/02 0:00,M,Mangalore,581249264,20/10/17 0:00,96,Chandigarh,Gurugram
239,791517365,hamoz,12/01/02 0:00,M,Mangalore,696275459,04/07/18 0:00,95,Mumbai,Mumbai
240,791517365,hamoz,12/01/02 0:00,M,Mangalore,874161288,17/09/17 0:00,136,Orissa,Dehradun
241,791517365,hamoz,12/01/02 0:00,M,Mangalore,676885705,11/08/17 0:00,92,Bangalore,Shimla
242,161918474,zeqat,21/10/64 0:00,F,Orissa,956644742,06/01/18 0:00,123,Mumbai,Chennai
243,161918474,zeqat,21/10/64 0:00,F,Orissa,562391040,02/02/18 0:00,57,Chennai,Gurugram
244,161918474,zeqat,21/10/64 0:00,F,Orissa,188750249,07/02/18 0:00,22,Kanpur,Dehradun
245,161918474,zeqat,21/10/64 0:00,F,Orissa,748806736,04/05/18 0:00,101,Bangalore,Hyderabad
246,161918474,zeqat,21/10/64 0:00,F,Orissa,226152727,01/12/18 0:00,9,Mumbai,Jaipur
247,501016153,xezis,13/09/57 0:00,M,Chandigarh,36710169,14/07/18 0:00,52,Chennai,Bangalore
248,501016153,xezis,13/09/57 0:00,M,Chandigarh,998961895,28/03/18 0:00,108,Orissa,Bangalore
249,501016153,xezis,13/09/57 0:00,M,Chandigarh,413394872,04/05/18 0:00,105,Jaipur,Hyderabad
250,501016153,xezis,13/09/57 0:00,M,Chandigarh,726173268,12/09/18 0:00,124,Jaipur,Bangalore
